Link,Baslik,Fiyat (Metin),Fiyat (Sayisal),Konum,Listing No,Last Update Date,Listing status,Residence Type,Number Of Room + Hall,Number of Bathrooms,Gross / Net m²,Number of Floors,Floor,Property Age,Heating Type,Loan Availability,Title Deed Status,Furnishing Status,Usage Status,Inside The Site,Swap,Facade,Property Structure,Fuel Type,Structure Type,State of the Building,Rental Income,Dues,Authorized Office,Last Update Dat...,Number Of Room ...,Number of Bathr...,Number of Floor...,Loan Availabili...,Title Deed Stat...,Furnishing Stat...,Closed Area M2,Open Area M2,Property Struct...,State of the Bu...,Authorized Offi...
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/144109-390,"55 Square Meters Apartment For Sale in Buca, Izmir",3.100.000 TRY,3100000.0,,144109-390,,For Sale,Apartment,,,"55 m2 
/ 50 m2",,Ground,2 at Age,Combi Boiler,,,,Empty,,No,,,,,,,,,07-09-2025,1 + 1,1,3 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/70103-1086,"90 Square Meters Apartment For Sale in Buca, Izmir",6.200.000 TRY,6200000.0,,70103-1086,,For Sale,Apartment,,,"90 m2 
/ 80 m2",,2.,New Property,Underfloor Heat...,,,,Empty,,No,"North, South",,,,,,100 TRY,,14-08-2025,2 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/126264-2358,"80 Square Meters Apartment For Sale in Buca, Izmir",3.650.000 TRY,3650000.0,,126264-2358,,For Sale,Apartment,,,"80 m2 
/ 70 m2",,2.,7 at Age,Combi Boiler,,,,Empty,,,West,,,,,,200 TRY,,15-09-2025,2 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-yildiz-satilik/daire/151729-40,"140 Square Meters Apartment For Sale in Buca, Izmir",4.500.000 TRY,4500000.0,,151729-40,,For Sale,Apartment,,,"140 m2 
/ 130 m2",,1.,21 at Age,Combi Boiler,,,,Empty,Hukukkent Sitesi,No,"North, South, East",,,,,,,,19-10-2025,3 + 1,2,9 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/24511-9596,"145 Square Meters Apartment For Sale in Buca, Izmir",12.350.000 TRY,12350000.0,,24511-9596,,For Sale,Apartment,,,"145 m2 
/ 134 m2",,Raised Ground F...,7 at Age,Combi Boiler,,,,Empty,,No,South,,Gas,Reinforced Conc...,,,3.750 TRY,,06-10-2025,3 + 1,2,3 Storey,Available,Floor Easement,Not Furnished,,,Bahçe Dubleksi,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-guven-satilik/daire/94262-990,"120 Square Meters Apartment For Sale in Buca, Izmir",3.300.000 TRY,3300000.0,,94262-990,,For Sale,Apartment,,,"120 m2 
/ 110 m2",,4.,31 at Age,Combi Boiler,,,,Owner,,No,"East, West",,Gas,Reinforced Conc...,,30.000 TRY,50 TRY,,26-09-2025,3 + 1,1,4 Storey,Available,Condominium,Not Furnished,,,Daire,,Yes
https://www.hepsiemlak.com/en/izmir-buca-vali-rahmi-bey-satilik/daire/111716-1041,"130 Square Meters Apartment For Sale in Buca, Izmir",3.250.000 TRY,3250000.0,,111716-1041,,For Sale,Apartment,,,"130 m2 
/ 120 m2",,3.,25 at Age,Combi Boiler,,,,Tenanted,,No,"South, East, West",,Gas,Reinforced Conc...,,,,,16-10-2025,3 + 1,1,3 Storey,Available,Floor Easement,Not Furnished,,,Daire,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/143819-105,"130 Square Meters Apartment For Sale in Buca, Izmir",4.100.000 TRY,4100000.0,,143819-105,,For Sale,Apartment,,,"130 m2 
/ 120 m2",,7.,21 at Age,Combi Boiler,,,,Tenanted,Erkinkent Sitesi,No,,,,,,,,,14-10-2025,3 + 1,1,8 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yesilbaglar-satilik/daire/160390-48,"190 Square Meters Apartment For Sale in Buca, Izmir",6.000.000 TRY,6000000.0,,160390-48,,For Sale,Apartment,,,"190 m2 
/ 180 m2",,Villa,15 at Age,Gas Stove,,,,Empty,,No,,,Gas,Reinforced Conc...,,,1 TRY,,25-10-2025,6 + 2,2,3 Storey,Available,Condominium,Not Furnished,,,Tripleks,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/162032-12,"200 Square Meters Apartment For Sale in Buca, Izmir",6.000.000 TRY,6000000.0,,162032-12,,For Sale,Apartment,,,"200 m2 
/ 186 m2",,2.,19 at Age,Combi Boiler,,,,,,No,,,Gas,,,,,,18-09-2025,4 + 1,2,5 Storey,Available,Condominium,,,,,Second Hand,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/161350-7,"57 Square Meters Apartment For Sale in Buca, Izmir",2.230.000 TRY,2230000.0,,161350-7,,For Sale,Apartment,,,"57 m2 
/ 51 m2",,1.,4 at Age,Combi Boiler,,,,Empty,,No,,,,,,,,,25-10-2025,1 + 1,1,3 Storey,Available,Condominium,Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/3526-3171,"120 Square Meters Apartment For Sale in Buca, Izmir",3.250.000 TRY,3250000.0,,3526-3171,,For Sale,Apartment,,,"120 m2 
/ 100 m2",,4.,30 at Age,No Heating,,,,Empty,,,"North, West",,,,,20.000 TRY,50 TRY,,31-08-2025,3 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,Daire,,Yes
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/daire/112720-160,"70 Square Meters Apartment For Sale in Buca, Izmir",3.100.000 TRY,3100000.0,,112720-160,,For Sale,Apartment,,,"70 m2 
/ 60 m2",,2.,New Property,Combi Boiler,,,,Owner,,No,,,,,,,,,25-10-2025,2 + 0,1,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/bina/64940-64,"100 Square Meters Building For Sale in Buca, Izmir",13.000.000 TRY,13000000.0,,64940-64,,For Sale,Building,,,"100 m2 
/ 95 m2",,,25 at Age,Combi Boiler,,,,Tenanted,,No,South,,Gas,,,70.000 TRY,50 TRY,,22-09-2025,2 + 1,1,4 Storey,Available,Condominium,Not Furnished,,,Daire,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-mustafa-kemal-satilik/daire/112720-155,"175 Square Meters Apartment For Sale in Buca, Izmir",5.750.000 TRY,5750000.0,,112720-155,,For Sale,Apartment,,,"175 m2 
/ 154 m2",,3.,5 at Age,Combi Boiler,,,,Empty,,No,,,,,,,250 TRY,,25-10-2025,3 + 1,2,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/29626-1997,"85 Square Meters Apartment For Sale in Buca, Izmir",2.600.000 TRY,2600000.0,,29626-1997,,For Sale,Apartment,,,"85 m2 
/ 61 m2",,Garden,11 at Age,Combi Boiler,,,,Empty,,No,"South, East",,,,,,,,01-10-2025,2 + 1,1,3 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/151931-18,"85 Square Meters Apartment For Sale in Buca, Izmir",2.650.000 TRY,2650000.0,,151931-18,,For Sale,Apartment,,,"85 m2 
/ 75 m2",,Raised Ground F...,5 at Age,Combi Boiler,,,,Empty,,No,,,,,,,250 TRY,,01-09-2025,2 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/32025-148,"155 Square Meters Apartment For Sale in Buca, Izmir",5.000.000 TRY,5000000.0,,32025-148,,For Sale,Apartment,,,"155 m2 
/ 140 m2",,Raised Ground F...,16 at Age,Combi Boiler,,,,Owner,,No,,,,,,,,,23-10-2025,3 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/70103-957,"100 Square Meters Apartment For Sale in Buca, Izmir",2.900.000 TRY,2900000.0,,70103-957,,For Sale,Apartment,,,"100 m2 
/ 89 m2",,3.,26 at Age,Combi Boiler,,,,Tenanted,,No,"North, South",,,,,,,,12-10-2025,2 + 1,1,4 Storey,Not Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-mustafa-kemal-satilik/daire/112720-51,"185 Square Meters Apartment For Sale in Buca, Izmir",6.000.000 TRY,6000000.0,,112720-51,,For Sale,Apartment,,,"185 m2 
/ 163 m2",,3.,2 at Age,Underfloor Heat...,,,,Empty,,No,,,,,,,,,25-10-2025,3 + 1,2,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-firat-satilik/bina/152585-41,"97 Square Meters Building For Sale in Buca, Izmir",10.000.000 TRY,10000000.0,,152585-41,,For Sale,Building,,,"97 m2 
/ 95 m2",,,New Property,Combi Boiler,,,,Empty,,,,,Gas,Reinforced Conc...,,20.000 TRY,,,19-10-2025,2 + 1,1,2 Storey,Available,Floor Easement,Not Furnished,,,Daire,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/15356-5926,"135 Square Meters Apartment For Sale in Buca, Izmir",6.000.000 TRY,6000000.0,,15356-5926,,For Sale,Apartment,,,"135 m2 
/ 120 m2",,10.,13 at Age,Combi Boiler,,,,Owner,,No,,,Gas,,,,350 TRY,,02-08-2025,3 + 1,2,11 Storey,Available,Floor Easement,Not Furnished,,,,Second Hand,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/109159-552,"60 Square Meters Apartment For Sale in Buca, Izmir",3.175.000 TRY,3175000.0,,109159-552,,For Sale,Apartment,,,"60 m2 
/ 55 m2",,2.,5 at Age,Combi Boiler,,,,Tenanted,,No,South,,,,,,,,01-09-2025,1 + 1,1,7 Storey,Available,Floor Easement,Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/126264-2297,"60 Square Meters Apartment For Sale in Buca, Izmir",3.325.000 TRY,3325000.0,,126264-2297,,For Sale,Apartment,,,"60 m2 
/ 55 m2",,2.,7 at Age,Combi Boiler,,,,Empty,,,,,,,,,,,11-10-2025,2 + 0,1,3 Storey,Available,Floor Easement,Not Furnished,,,,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/129980-898,"57 Square Meters Apartment For Sale in Buca, Izmir",3.010.000 TRY,3010000.0,,129980-898,,For Sale,Apartment,,,"57 m2 
/ 52 m2",,3.,1 at Age,Underfloor Heat...,,,,Empty,,No,"North, South, East, West",,,,,,,,20-10-2025,1 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ufuk-satilik/daire/162032-18,"90 Square Meters Apartment For Sale in Buca, Izmir",3.850.000 TRY,3850000.0,,162032-18,,For Sale,Apartment,,,"90 m2 
/ 85 m2",,2.,8 at Age,Combi Boiler,,,,,,No,,,,,,,,,18-09-2025,2 + 1,1,4 Storey,Available,Floor Easement,,,,,,
https://www.hepsiemlak.com/en/izmir-buca-akincilar-satilik/daire/148573-343,"173 Square Meters Apartment For Sale in Buca, Izmir",3.100.000 TRY,3100000.0,,148573-343,,For Sale,Apartment,,,"173 m2 
/ 130 m2",,Ground,31 at Age,Combi Boiler,,,,Owner,,No,South,,,,,,,,09-10-2025,3 + 1,1,4 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/151931-25,"55 Square Meters Apartment For Sale in Buca, Izmir",2.775.000 TRY,2775000.0,,151931-25,,For Sale,Apartment,,,"55 m2 
/ 50 m2",,Raised Ground F...,5 at Age,Air Conditionin...,,,,Tenanted,,No,,,,,,,,,27-09-2025,1 + 1,1,2 Storey,Available,Floor Easement,Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-dumlupinar-satilik/daire/145065-154,"65 Square Meters Apartment For Sale in Buca, Izmir",3.000.000 TRY,3000000.0,,145065-154,,For Sale,Apartment,,,"65 m2 
/ 55 m2",,3.,5 at Age,Air Conditionin...,,,,Empty,,No,,,,,,,,,20-10-2025,2 + 0,1,3 Storey,Not Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/143819-107,"52 Square Meters Apartment For Sale in Buca, Izmir",3.100.000 TRY,3100000.0,,143819-107,,For Sale,Apartment,,,"52 m2 
/ 42 m2",,9.,5 at Age,Combi Boiler,,,,Empty,Bella Home,No,,,,,,,,,21-08-2025,1 + 1,1,9 Storey,Available,Condominium,Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143819-115,"50 Square Meters Apartment For Sale in Buca, Izmir",3.250.000 TRY,3250000.0,,143819-115,,For Sale,Apartment,,,"50 m2 
/ 45 m2",,5.,New Property,Central Heating...,,,,Empty,Yes,No,,,,,,,2 TRY,,23-08-2025,1 + 1,1,5 Storey,Available,Floor Easement,Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yesilbaglar-satilik/daire/139799-852,"105 Square Meters Apartment For Sale in Buca, Izmir",3.800.000 TRY,3800000.0,,139799-852,,For Sale,Apartment,,,"105 m2 
/ 100 m2",,2.,New Property,Combi Boiler,,,,Empty,,No,,,,,,,200 TRY,,16-09-2025,2 + 1,1,2 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/144360-4,"60 Square Meters Apartment For Sale in Buca, Izmir",1.215.000 TRY,1215000.0,,144360-4,,For Sale,Apartment,,,"60 m2 
/ 55 m2",,2.,New Property,Combi Boiler,,,,Empty,,No,South,,,,,,,,11-10-2025,1 + 1,1,4 Storey,Available,Floor Easement,Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-guven-satilik/daire/24511-9477,"185 Square Meters Apartment For Sale in Buca, Izmir",4.785.000 TRY,4785000.0,,24511-9477,,For Sale,Apartment,,,"185 m2 
/ 173 m2",,Raised Ground F...,12 at Age,Combi Boiler,,,,Empty,,No,,,Gas,Reinforced Conc...,,30.000 TRY,,,06-09-2025,3 + 1,2,4 Storey,Available,Floor Easement,Not Furnished,,,Ters Dubleks,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/143819-125,"145 Square Meters Apartment For Sale in Buca, Izmir",6.000.000 TRY,6000000.0,,143819-125,,For Sale,Apartment,,,"145 m2 
/ 130 m2",,4.,26 at Age,Combi Boiler,,,,Owner,,No,"North, South",,,,,,150 TRY,,14-10-2025,3 + 1,2,4 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/144696-354,"75 Square Meters Apartment For Sale in Buca, Izmir",4.950.000 TRY,4950000.0,,144696-354,,For Sale,Apartment,,,"75 m2 
/ 70 m2",,Middle,New Property,Combi Boiler,,,,Empty,,No,"North, South, East, West",,Gas,Reinforced Conc...,,35.000 TRY,1.500 TRY,,20-09-2025,2 + 1,1,5 Storey,Available,Floor Easement,,,,Daire,0,Yes
https://www.hepsiemlak.com/en/izmir-buca-ataturk-satilik/daire/148313-73,"65 Square Meters Apartment For Sale in Buca, Izmir",2.150.000 TRY,2150000.0,,148313-73,,For Sale,Apartment,,,"65 m2 
/ 60 m2",,2.,New Property,Combi Boiler,,,,Empty,,No,"South, West",,Gas,Reinforced Conc...,,18.000 TRY,150 TRY,,22-09-2025,1 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,Daire,0,Yes
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143819-135,"50 Square Meters Apartment For Sale in Buca, Izmir",3.150.000 TRY,3150000.0,,143819-135,,For Sale,Apartment,,,"50 m2 
/ 45 m2",,5.,New Property,Underfloor Heat...,,,,Empty,Yes,No,,,,,,,,,14-10-2025,1 + 1,1,5 Storey,Available,Condominium,Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-inkilap-satilik/daire/151707-90,"140 Square Meters Apartment For Sale in Buca, Izmir",3.500.000 TRY,3500000.0,,151707-90,,For Sale,Apartment,,,"140 m2 
/ 120 m2",,1.,25 at Age,Air Conditionin...,,,,Tenanted,,No,South,,Electric,,,,,,02-10-2025,3 + 1,1,3 Storey,Available,Floor Easement,Not Furnished,,,Dubleks,Second Hand,
https://www.hepsiemlak.com/en/izmir-buca-vali-rahmi-bey-satilik/daire/111716-1420,"125 Square Meters Apartment For Sale in Buca, Izmir",4.500.000 TRY,4500000.0,,111716-1420,,For Sale,Apartment,,,"125 m2 
/ 120 m2",,4.,22 at Age,Combi Boiler,,,,,,No,"South, East, West",,Gas,Reinforced Conc...,,,,,13-10-2025,3 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,Daire,0,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/mustakil-ev/24511-9314,"120 Square Meters Detached House For Sale in Buca, Izmir",3.380.000 TRY,3380000.0,,24511-9314,,For Sale,Detached House,,,"120 m2 
/ 115 m2",,,30 at Age,Heating Stove,,,,,,No,"North, South, West",,Coal-Wood,Reinforced Conc...,,15.000 TRY,1 TRY,,13-08-2025,2 + 1,1,1 Storey,Available,Floor Easement,Not Furnished,,,Müstakil Ev,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-laleli-satilik/daire/156284-29,"110 Square Meters Apartment For Sale in Buca, Izmir",3.950.000 TRY,3950000.0,,156284-29,,For Sale,Apartment,,,"110 m2 
/ 100 m2",,Raised Ground F...,5 at Age,Combi Boiler,,,,Tenanted,,No,"North, South, East, West",,,,,,,,25-09-2025,3 + 1,2,4 Storey,Not Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/24511-9366,"95 Square Meters Apartment For Sale in Buca, Izmir",2.550.000 TRY,2550000.0,,24511-9366,,For Sale,Apartment,,,"95 m2 
/ 85 m2",,Ground,13 at Age,Combi Boiler,,,,Tenanted,,No,,,Gas,Reinforced Conc...,,14.000 TRY,,,27-09-2025,2 + 1,1,3 Storey,Available,Floor Easement,Not Furnished,,,Daire,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-dumlupinar-satilik/daire/158425-6,"91 Square Meters Apartment For Sale in Buca, Izmir",2.750.000 TRY,2750000.0,,158425-6,,For Sale,Apartment,,,"91 m2 
/ 75 m2",,Ground,21 at Age,Combi Boiler,,,,Owner,,No,,,,,,,,,01-10-2025,2 + 1,1,4 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143819-133,"60 Square Meters Apartment For Sale in Buca, Izmir",3.450.000 TRY,3450000.0,,143819-133,,For Sale,Apartment,,,"60 m2 
/ 55 m2",,2.,1 at Age,Combi Boiler,,,,Empty,,No,,,,,,,,,14-10-2025,2 + 1,1,2 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-baris-satilik/daire/0-45018772,"85 Square Meters Apartment For Sale in Buca, Izmir",2.700.000 TRY,2700000.0,,0-45018772,,For Sale,Apartment,,,"85 m2 
/ 80 m2",,Ground,28 at Age,Combi Boiler,,,,Owner,,No,South,,Gas,Reinforced Conc...,,20.000 TRY,140 TRY,,31-07-2025,2 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,Daire,Second Hand,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/104019-69,"130 Square Meters Apartment For Sale in Buca, Izmir",4.225.000 TRY,4225000.0,,104019-69,,For Sale,Apartment,,,"130 m2 
/ 110 m2",,8.,26 at Age,Combi Boiler,,,,Tenanted,Akçakent Sitesi,No,,,,,,,,,15-10-2025,3 + 1,1,10 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/156797-11,"45 Square Meters Apartment For Sale in Buca, Izmir",3.100.000 TRY,3100000.0,,156797-11,,For Sale,Apartment,,,"45 m2 
/ 40 m2",,2.,New Property,Combi Boiler,,,,Empty,,No,,,Gas,,,,,,31-08-2025,1 + 1,1,4 Storey,Available,Condominium,Not Furnished,,,Daire,0,Yes
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/144109-397,"45 Square Meters Apartment For Sale in Buca, Izmir",3.100.000 TRY,3100000.0,,144109-397,,For Sale,Apartment,,,"45 m2 
/ 40 m2",,3.,New Property,Underfloor Heat...,,,,Empty,,No,,,,,,,,,07-09-2025,1 + 1,1,4 Storey,Available,Condominium,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-dicle-satilik/daire/24511-9646,"165 Square Meters Apartment For Sale in Buca, Izmir",4.650.000 TRY,4650000.0,,24511-9646,,For Sale,Apartment,,,"165 m2 
/ 155 m2",,Ground,4 at Age,Combi Boiler,,,,Owner,,No,"South, East",,Gas,,,,,,11-09-2025,4 + 1,2,5 Storey,Available,Floor Easement,,,,,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/143819-106,"55 Square Meters Apartment For Sale in Buca, Izmir",3.250.000 TRY,3250000.0,,143819-106,,For Sale,Apartment,,,"55 m2 
/ 45 m2",,3.,New Property,Underfloor Heat...,,,,Tenanted,Yes,No,,,,,,,,,21-08-2025,1 + 1,1,4 Storey,Available,Condominium,Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/159621-43,"100 Square Meters Apartment For Sale in Buca, Izmir",3.200.000 TRY,3200000.0,,159621-43,,For Sale,Apartment,,,"100 m2 
/ 80 m2",,Middle,29 at Age,Combi Boiler,,,,Empty,,No,,,Gas,Reinforced Conc...,,,,,17-10-2025,3 + 10,10,3 Storey,Available,Condominium,Not Furnished,,,Daire,,Yes
https://www.hepsiemlak.com/en/izmir-buca-yigitler-satilik/daire/126264-2334,"144 Square Meters Apartment For Sale in Buca, Izmir",2.950.000 TRY,2950000.0,,126264-2334,,For Sale,Apartment,,,"144 m2 
/ 135 m2",,3.,40 at Age,Combi Boiler,,,,Owner,,No,"North, South",,Gas,Reinforced Conc...,,,200 TRY,,13-09-2025,3 + 1,,1 Storey,Available,Floor Easement,Not Furnished,,,Daire,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/110918-1178,"150 Square Meters Apartment For Sale in Buca, Izmir",6.750.000 TRY,6750000.0,,110918-1178,,For Sale,Apartment,,,"150 m2 
/ 140 m2",,4.,2 at Age,Combi Boiler,,,,Empty,,No,,,Gas,Reinforced Conc...,,,,,23-09-2025,3 + 1,2,4 Storey,Available,Floor Easement,Not Furnished,,,Daire,0,Yes
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/139799-830,"160 Square Meters Apartment For Sale in Buca, Izmir",4.529.000 TRY,4529000.0,,139799-830,,For Sale,Apartment,,,"160 m2 
/ 150 m2",,Ground,26 at Age,Combi Boiler,,,,Owner,,No,,,Gas,Reinforced Conc...,,,150 TRY,,02-09-2025,3 + 1,1,4 Storey,Available,Floor Easement,Furnished,,,Daire,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-menderes-satilik/daire/158816-25,"50 Square Meters Apartment For Sale in Buca, Izmir",2.850.000 TRY,2850000.0,,158816-25,,For Sale,Apartment,,,"50 m2 
/ 40 m2",,2.,New Property,Combi Boiler,,,,Empty,,No,,,Gas,Reinforced Conc...,,18.000 TRY,,,10-10-2025,1 + 1,1,3 Storey,Available,Floor Easement,Not Furnished,,,Daire,0,Yes
https://www.hepsiemlak.com/en/izmir-buca-kozagac-satilik/daire/143820-18,"55 Square Meters Apartment For Sale in Buca, Izmir",2.750.000 TRY,2750000.0,,143820-18,,For Sale,Apartment,,,"55 m2 
/ 50 m2",,Raised Ground F...,New Property,Combi Boiler,,,,Empty,,No,North,,Gas,Reinforced Conc...,,20.000 TRY,200 TRY,,26-08-2025,1 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,Daire,0,Yes
https://www.hepsiemlak.com/en/izmir-buca-kurucesme-satilik/daire/2499-12294,"55 Square Meters Apartment For Sale in Buca, Izmir",1.700.000 TRY,1700000.0,,2499-12294,,For Sale,Apartment,,,"55 m2 
/ 50 m2",,4.,5 at Age,Air Conditionin...,,,,Tenanted,,No,South,,,,,,,,16-08-2025,1 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-buca-koop-satilik/daire/37745-1942,"120 Square Meters Apartment For Sale in Buca, Izmir",4.500.000 TRY,4500000.0,,37745-1942,,For Sale,Apartment,,,"120 m2 
/ 117 m2",,8.,25 at Age,Combi Boiler,,,,Owner,,,,,Gas,Reinforced Conc...,,25.000 TRY,350 TRY,,23-09-2025,3 + 1,1,9 Storey,Available,Condominium,Not Furnished,,,Daire,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-adatepe-satilik/daire/37745-1539,"55 Square Meters Apartment For Sale in Buca, Izmir",2.500.000 TRY,2500000.0,,37745-1539,,For Sale,Apartment,,,"55 m2 
/ 50 m2",,Raised Ground F...,10 at Age,Combi Boiler,,,,Empty,,No,,,Gas,Reinforced Conc...,,1.000 TRY,100 TRY,,08-10-2025,1 + 1,1,3 Storey,Available,Condominium,Furnished,,,Daire,Second Hand,Yes
https://www.hepsiemlak.com/en/izmir-buca-efeler-satilik/daire/29626-2079,"135 Square Meters Apartment For Sale in Buca, Izmir",7.300.000 TRY,7300000.0,,29626-2079,,For Sale,Apartment,,,"135 m2 
/ 125 m2",,2.,16 at Age,Combi Boiler,,,,Tenanted,,No,"East, West",,,,,,,,20-10-2025,3 + 1,2,4 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-hurriyet-satilik/daire/18435-5503,"60 Square Meters Apartment For Sale in Buca, Izmir",2.590.000 TRY,2590000.0,,18435-5503,,For Sale,Apartment,,,"60 m2 
/ 55 m2",,Ground,7 at Age,Combi Boiler,,,,Tenanted,,No,,,Gas,,,,,,01-10-2025,1 + 1,1,4 Storey,Available,Floor Easement,Not Furnished,,,Daire,Reinforced Conc...,
https://www.hepsiemlak.com/en/izmir-buca-inonu-satilik/daire/29626-1952,"160 Square Meters Apartment For Sale in Buca, Izmir",2.700.000 TRY,2700000.0,,29626-1952,,For Sale,Apartment,,,"160 m2 
/ 150 m2",,Underground 3,5 at Age,Combi Boiler,,,,Owner,,No,"North, South, East",,,,,,,,01-10-2025,4 + 1,1,2 Storey,Available,Floor Easement,Not Furnished,,,,,
https://www.hepsiemlak.com/en/izmir-buca-yaylacik-satilik/daire/67273-4012,"65 Square Meters Apartment For Sale in Buca, Izmir",4.000.000 TRY,4000000.0,,67273-4012,,For Sale,Apartment,,,"65 m2 
/ 60 m2",,3.,New Property,Combi Boiler,,,,Empty,,No,,,Gas,Reinforced Conc...,,,,,24-10-2025,1 + 1,1,5 Storey,Available,Floor Easement,Not Furnished,,,Daire,0,Yes
https://www.hepsiemlak.com/en/izmir-buca-goksu-satilik/daire/145398-118,"120 Square Meters Apartment For Sale in Buca, Izmir",3.300.000 TRY,3300000.0,,145398-118,,For Sale,Apartment,,,"120 m2 
/ 105 m2",,3.,10 at Age,Combi Boiler,,,,Owner,,No,"South, East",,Gas,Reinforced Conc...,,,1 TRY,,08-08-2025,2 + 1,1,3 Storey,Available,Condominium,Not Furnished,,,Daire,Second Hand,Yes
